1 3560 5.99194578584737
1 2223 5.978038983937801
1 3331 5.8267210578944
1 3454 5.6993358533835226
1 2229 5.663226781790288
1 1567 5.6465077905052645
1 818 5.536179009077858
1 1539 5.53425021979459
1 1061 5.5304722287457375
1 1765 5.507995941500098
2 3381 5.369250849943837
2 3560 5.363776869858007
2 3331 5.208577298560378
2 1539 5.191227747341403
2 571 5.174339153654169
2 1765 5.132687531730139
2 3606 5.11488715748908
2 2229 5.080782449031179
2 1061 5.062727598810377
2 1313 5.060305349050846
3 2229 6.0248779783261694
3 1480 5.718274606081378
3 3560 5.6356790905211245
3 3606 5.50960243933268
3 988 5.460336072557282
3 2594 5.456926913647839
3 722 5.454749362693807
3 1313 5.451478453133143
3 1539 5.407546759748433
3 3381 5.373395093055259
4 2223 5.869582287004168
4 3629 5.61726277177759
4 1765 5.537163799651432
4 722 5.494875142972117
4 3560 5.49147317154888
4 2229 5.483765758351359
4 2594 5.469498277812232
4 571 5.469141896515158
4 1307 5.428650510850973
4 772 5.350105877858413
6 3331 5.68898073728737
6 1313 5.386791213697673
6 3560 5.183197489164871
6 571 5.16130068542316
6 1308 5.15951972530078
6 3225 5.096849331623733
6 791 5.076755445640249
6 1061 5.072276786051347
6 1558 5.0336796949019975
6 2223 5.0310576819855815
7 3560 5.516801528392386
7 722 5.493852972039834
7 1313 5.423727055231259
7 2229 5.406320531663622
7 1741 5.3714921362620105
7 3331 5.367008752607466
7 220 5.342517164593591
7 3381 5.341180981094903
7 855 5.262729315122692
7 1071 5.236602937779596
8 3454 5.855175677156887
8 1567 5.838711624780078
8 3629 5.774254644286949
8 2223 5.764668881908752
8 722 5.754584503721828
8 3560 5.730286854663962
8 2229 5.6869578538035785
8 818 5.6494431098127045
8 3331 5.612916687397259
8 855 5.588637019424139
9 2229 5.369060723776183
9 3454 5.323822434933742
9 3560 5.287490628249126
9 2223 5.286154958408067
9 3381 5.1128756334165235
9 571 5.098145887091139
9 1539 5.08734917193824
9 722 5.049282803088717
9 1765 5.027552081614164
9 3606 5.013899996778786
10 3331 6.559907580079415
10 722 6.072577514200934
10 571 6.024252188199351
10 1313 6.0009482036596875
10 2223 5.981946155504874
10 3560 5.95329115990198
10 1539 5.855788886094766
10 3454 5.845818047391254
10 3606 5.844696749387733
10 1480 5.802646067822235
11 3381 5.112014479477678
12 3560 5.123338662163842
12 2223 5.048532689936275
12 2229 5.0338177455804125
13 1567 5.03759214962544
15 2229 5.043710251777443
16 3560 5.9243750879843455
16 3331 5.743690274856383
16 571 5.733346194160325
16 1523 5.715553507158721
16 1071 5.648042387131858
16 1539 5.61673717182336
16 1765 5.59109293206617
16 2223 5.511992933982164
16 1317 5.503968876199805
16 3454 5.449293599250446
17 722 6.049766020487347
17 2223 5.849389403151575
17 3454 5.72017555705948
17 571 5.700981864294442
17 3331 5.641694091379794
17 2229 5.628000791310439
17 3560 5.607684065415861
17 3629 5.595871458754917
17 1567 5.582641623890535
17 818 5.552892924616263
18 3560 5.842371809298334
18 2223 5.688909970845368
18 1539 5.567966119907008
18 571 5.5296766074425285
18 722 5.4152108234784375
18 1765 5.3685673254492245
18 1480 5.270322775463937
18 3606 5.225467256526363
18 1317 5.194870541036263
18 2229 5.167204685650868
19 3560 5.359490721542603
19 3381 5.203115442649391
19 2223 5.16421490935345
19 2229 5.164096936779765
19 722 5.083332693184453
20 2229 6.031464124362834
20 1817 5.972951369095395
20 3331 5.942921526747422
20 722 5.824630342277255
20 3381 5.773127580424503
20 571 5.762680171808722
20 1567 5.739818816575722
20 1313 5.714583480327549
20 2223 5.705370188272095
20 855 5.676633350143344
22 722 5.030231896231542
22 2223 5.012384804612052
24 2223 5.72782336609316
24 3560 5.673583245716744
24 722 5.611658180438326
24 571 5.360151380382686
24 2229 5.328795723469964
24 1539 5.3227966777209685
24 1765 5.3092194047865116
24 2594 5.209832509646584
24 3629 5.1733074682779625
24 3331 5.156594927820034
25 1317 5.540983136476076
25 1741 5.464631200981269
25 722 5.4398396595279
25 2229 5.4305427761605305
25 1313 5.216896647908922
25 1817 5.208051803146453
25 3560 5.083564647690429
25 1762 5.081067597574748
25 220 5.066458122258479
25 571 5.059731679697806
26 2229 5.171538570711103
27 2223 5.676467462408189
27 571 5.327908930989551
27 3560 5.324350195796544
27 722 5.320102338865573
27 2594 5.265050400141892
27 1765 5.184500452683335
27 3629 5.128236372277294
27 669 5.1262937523484196
27 129 5.1244173149072125
27 2229 5.114145863027879
28 722 5.141247008253429
28 2223 5.125432644958236
29 2229 5.353494097288738
29 1567 5.184045413312724
29 3629 5.166055469430455
29 129 5.119418918187971
29 2929 5.0810211344929765
29 818 5.029945696535982
29 2594 5.002755650086248
30 2229 5.052426993045021
31 2223 5.734380640887832
31 3560 5.643841209185826
31 3331 5.602695570773694
31 2229 5.395895043039315
31 1480 5.362221990907162
31 1313 5.301793123197007
31 722 5.29185758765496
31 571 5.275197912183427
31 1567 5.245725627311103
31 1765 5.1948629379930935
32 2223 5.413347757553212
32 3331 5.402231225086707
32 3454 5.322496993200071
32 1539 5.2921908403817195
32 2229 5.2432206830413985
32 3560 5.23578813567602
32 722 5.223996639028211
32 571 5.206540204882025
32 1765 5.137141835053314
